userDonor,userReceiver,ticketId,timeTransaction
9acf23a1-d6e7-431f-8e59-467a10da59f9,e3775650-8013-4c33-abde-2c4f1d035b94,74957b3a-6cf0-41ef-880e-97fb6e5bec28,Thu Oct 08 11:18:40 BST 2015
e3775650-8013-4c33-abde-2c4f1d035b94,9acf23a1-d6e7-431f-8e59-467a10da59f9,39e9ac86-2bcb-4b9c-af1b-167fd3f22aa4,Thu Oct 08 11:18:40 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,4c8e514f-4e7c-41de-8a38-4528e98acbf8,39e9ac86-2bcb-4b9c-af1b-167fd3f22aa4,Thu Oct 08 11:18:41 BST 2015
4c8e514f-4e7c-41de-8a38-4528e98acbf8,9acf23a1-d6e7-431f-8e59-467a10da59f9,a69733c8-c7de-40be-b261-edc0a2451397,Thu Oct 08 11:18:41 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,df087447-4d52-4daa-b5d9-4291535a80b7,a69733c8-c7de-40be-b261-edc0a2451397,Thu Oct 08 11:18:49 BST 2015
df087447-4d52-4daa-b5d9-4291535a80b7,9acf23a1-d6e7-431f-8e59-467a10da59f9,90e39f2e-5dfb-47b9-90ab-21401912aebc,Thu Oct 08 11:18:49 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,eb49e15b-c79c-4f04-a91e-c3159a7afc53,70c397d4-cd05-475a-a351-1a84c60af828,Thu Oct 08 11:18:53 BST 2015
eb49e15b-c79c-4f04-a91e-c3159a7afc53,9acf23a1-d6e7-431f-8e59-467a10da59f9,7aebf872-f334-475e-b80d-957e3db041b9,Thu Oct 08 11:18:53 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,eb49e15b-c79c-4f04-a91e-c3159a7afc53,90e39f2e-5dfb-47b9-90ab-21401912aebc,Thu Oct 08 11:18:57 BST 2015
eb49e15b-c79c-4f04-a91e-c3159a7afc53,9acf23a1-d6e7-431f-8e59-467a10da59f9,e38a68f5-c44b-4694-a557-b96b863dfca6,Thu Oct 08 11:18:57 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,bbe61b27-74a7-4c6d-99f6-77609dfdb925,7aebf872-f334-475e-b80d-957e3db041b9,Thu Oct 08 11:18:58 BST 2015
bbe61b27-74a7-4c6d-99f6-77609dfdb925,9acf23a1-d6e7-431f-8e59-467a10da59f9,6208abc3-125f-448d-8b6d-d0f4040efab3,Thu Oct 08 11:18:58 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,df087447-4d52-4daa-b5d9-4291535a80b7,e38a68f5-c44b-4694-a557-b96b863dfca6,Thu Oct 08 11:19:03 BST 2015
df087447-4d52-4daa-b5d9-4291535a80b7,9acf23a1-d6e7-431f-8e59-467a10da59f9,cc46d90c-e522-4544-819c-0802eff31614,Thu Oct 08 11:19:03 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,4c8e514f-4e7c-41de-8a38-4528e98acbf8,f6a435ab-80b6-414f-91b8-61436c237e69,Thu Oct 08 11:19:07 BST 2015
4c8e514f-4e7c-41de-8a38-4528e98acbf8,9acf23a1-d6e7-431f-8e59-467a10da59f9,85ba4441-ed3a-4d0d-a2b0-53208e35c629,Thu Oct 08 11:19:07 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,a1fc5f8b-ef3c-48bf-bd59-a9c9bfea9b60,6208abc3-125f-448d-8b6d-d0f4040efab3,Thu Oct 08 11:19:07 BST 2015
a1fc5f8b-ef3c-48bf-bd59-a9c9bfea9b60,9acf23a1-d6e7-431f-8e59-467a10da59f9,891e16fb-be21-4455-a68f-66f80c50d275,Thu Oct 08 11:19:07 BST 2015
0f0ffc53-47ef-414c-8899-c5eb6cf93ede,9acf23a1-d6e7-431f-8e59-467a10da59f9,e5e5cfcd-6411-4fed-bd0f-3d0ea63911cb,Thu Oct 08 11:19:09 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,0f0ffc53-47ef-414c-8899-c5eb6cf93ede,ea64cb8d-0972-4f30-9951-48919f8655d9,Thu Oct 08 11:19:09 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,cc908cba-904e-47c2-b9aa-d9465185eb07,cc46d90c-e522-4544-819c-0802eff31614,Thu Oct 08 11:19:10 BST 2015
cc908cba-904e-47c2-b9aa-d9465185eb07,9acf23a1-d6e7-431f-8e59-467a10da59f9,6002fb4b-556a-4283-955d-76823a20b7cb,Thu Oct 08 11:19:10 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,562d6823-3ba7-4c40-9f06-bb17ae48dcdf,e5e5cfcd-6411-4fed-bd0f-3d0ea63911cb,Thu Oct 08 11:19:10 BST 2015
562d6823-3ba7-4c40-9f06-bb17ae48dcdf,9acf23a1-d6e7-431f-8e59-467a10da59f9,da0b63b6-aaf4-4961-9360-f30946f68580,Thu Oct 08 11:19:10 BST 2015
